author,description,name,state
 洛书韵,介绍:    现代古武世家凤家发生叛乱事件，混战中凤家家主凤槿溪竟跌落山崖，一朝穿越，再次醒来就变成了异界凤鸣城城主府的嫡小姐。重生就重生吧，可偏偏这凤家的槿溪小姐是个人人同情的小可怜。父母在其年少时便失踪下落不明，哥哥姐姐也都因外出历练失去消息，唯一疼爱她的凤老家主偏偏又旧伤复发闭关去了，只留下她和身边一个修为不高的忠心小丫头,凤落九天：盛宠第一魔后,连载
 琦殇,"介绍:    一个长相不起眼,势利也不大,但是却走了一条别人想也想不到的路!这条路,没有人知道终点在什么什么地方?这条路,没有人知道会不会要终点!但是每一个走了这条路的人都知道,一旦踏入,就只能勇往直前!后退,代表的不仅仅是死亡",小小姑娘在修仙,连载
 茉莉,介绍:    一次的星移物转，时空裂变，女主的母亲从另外一个时空意外的被一股强力旋窝吸进了人类世界里，时空的不同，呆的时间越久，她身上的各个器官正不同程度地迅速衰竭，灵力也没有办法施展。唯一能够解救她的办法，就是和人类结婚，从中补给和调试身上的排斥感。可当她生下了女儿之后，女儿的命运从出生开始就已注定了。为了救女儿，她竭尽全力的,分身幻影之花影儿,连载
 凌心冰,介绍:    一个是远古神兽美丽之鸟凤凰化身，一个金龙之身，她性暴记仇，她温和善良，千年之前，凤凰拥有三眜之火，笼罩全身，每次飞到一个地方，那个地方必定发生火灾，金龙出现，为避免世间火劫，她把她引到神湖，用神湖之水浇灭凤凰身上的火气，从此，人间花红鸟鸣，美丽至及。千年之后，为报千年之前毁身之仇，她寻遍海角天涯，终于在神湖边与蛇大,三生三世之凤凰翎,连载
 车浅草,介绍:    【本文1v1，男女双洁，高宠爽文】她是青鸾世家的旁系子弟，天生噬魂邪魄，身藏重宝，到处被人追杀却被一个从天而降的萌宝，追着她喊娘亲，她一个黄花大闺女，哪里来的孩子？赶不走，跑不掉从此过上奶孩子的生活，整天躲躲藏藏天选之人，天必怜之。人人畏惧的噬魂邪魄，却成就了她凤凰血脉。从,帝尊独宠：逆天邪妃带娃跑,连载
 果晓晓,介绍:    她，华夏帝国，医毒双修的孤儿。一朝穿越在自卑懦弱，貌丑无言的废材身上。灵魂融合，涅槃重生，天地为之一变！欺她者，百倍奉还。辱她者，千倍尝之。骂我废柴？本姑娘修炼一月胜过你们十年！鄙视我丑？本姑娘要用美貌亮瞎你的双眼！说我没人要？那就看看与我并肩站立在世界巅峰上的男人！,至尊毒医：倾城无双,连载
 若竹尘,介绍:    她，是22世纪杀手界的no1，身怀异能，无人能敌，站在世界的巅峰；她，天漓凤家的嫡女，花瓶一个，天生的废材之体。当她变成她，又会谱写出怎样的命运呢？他，神秘莫测，实力高深莫测，让她第一眼看到便想逃离，但逃得了吗？从他注意到她的那一刻开始就已经注定了，他生，她便生；若他死，就算是下地狱她也要陪着，他也一样。一个逃，,逆天重生：王妃太嚣张,连载
 不道心,介绍:    咱女主有个坑爹的鉴宝系统，有多坑爹？材料不是人家贡品，就是在他们祖爷棺材里，想拿？开棺！普通兵器，丹药往她手里一滚，立马变成灵器，法器，仙丹。【随手一丢，徒儿们接住！师父多的是法宝，拿去尽管使，没事儿，师父任性！】【大家快闪开！我徒儿们要开始装逼了！】【徒儿们，这波逼，你们先装，我垫后。】【喂！那谁！材料是你的不错,鉴宝系统：土匪夫君请绕道,连载
 月行歌,介绍:    杀手穿越异界，敢欺辱我的人，十倍奉还！渣爹算计，渣妹白莲花，下毒毒害天才弟弟，害的弟弟惨被毁容，双腿残疾，天才殒落！被扣黑锅，侮辱清白，名声尽毁。灵根被整根挖出，堂堂嫡女却被赶出家门！怕什么！我有无尽灵草，神级炼丹术，神级天赋，拿丹药当糖豆吃！还被推下无尽深渊，却正好砸在了囚禁在崖底的男人身上……“我帮你解毒，你帮,逆天废柴狂妃,连载
 李素尧,介绍:    她本应是一个极其平凡的姑娘，出生在了一个极其平凡的家庭。可是，她却偏偏被妖怪寄了魄。明明早该魂飞魄散的她，却阴差阳错地离开了阴灵充沛的出生地，在阳灵鼎盛的部队里安然长大……然而，寄生在她体内的残魄终究还是醒了过来，扰乱了她原本快要恢复平静的生活！为了摆脱身体里的这个妖精，她被迫走上了修炼之路。现世里：她从学渣到学霸,神帝宠妃：驭灵女神棍,连载
 十二号,介绍:    林泠穿越了！冷兵器时代！乖乖，差点被腹黑头领当敌军一刀劈了！被看似谦和有礼的家伙上了！她把一群粗犷豪放的人当朋友，他们却长着愉快的咸猪手！老天！真是被这些家伙的真面目，冷不防的吓到！还能不能让人安静的做个平凡小女子啦?当然，林泠有个很厉害的守护人，她……一言不合就要烤糊了林泠……故事就从一个古老的诅咒说起……在遥远,梦回千年托佛拉的诅咒,连载
 卡河,介绍:    【1v1】鬼畜向。四线的女主播陈诺因为粉丝送的戒指，突然消失在直播间！变成手无寸铁的异世炮灰！一同穿越的直播系统，连接在异世与现代的桥梁:直播扭转剧情，针炙医人，养食养生，智斗戏敌。一路直播，一边修仙成神！,炮灰修仙成神路,连载
 朕一君,介绍:    一个觉醒的机器人，盗取了人类的灵魂，隐藏于民间，过上了灵魂宿主想要的生活，从疾病中挽救父母，开厂帮助可怜人，装穷教育孩子。集爱、孝、善、义于一身。看看人机组合的她如何做个间歇性踌躇满志，持续性混吃等死的咸鱼，努力实现三个惊天大理想的吧。理想一：配偶身高一米七八，学历本科不下。理想二：轨迹全球践踏，一百九十五个国家蹦,枭张千金,连载
 十二翼黑暗炽天使,介绍:    一滴血一条命，别人打游戏爆肝，我打游戏爆血。,我只想安静地打游戏,连载
 花忆影,介绍:    前世本为杀手，一朝穿越竟可修仙。毫不犹豫踏上修仙之路，撩美男，虐贱婊，本仙就是怎么狂！温柔的商界奇才，专一的多才王爷，冷酷的少年将军，天下绝色的江湖侠士，性情古怪的医仙，武功第一的白面公子自己竟不知道，自己竟欠下这么多情债要还！,本仙就是这么狂,连载
 草根,介绍:    我杀三千破，渡生斩罪！ 我悲万物寒，杀生始元！ 我喜天同乐，覆生归一！ 切看一平凡少年在得到神秘珠子之后，从此人生轨迹出现巨大改变，元气修炼...,无上神王,连载
 卓色彤,介绍:    一个热爱足球的音乐少年，一个被爱情困扰的大男孩。感情的波折给音乐以启迪，音乐与足球的融合使他走向巅峰。金色乐章与绿茵传奇相辉映。对青春的回忆，对爱情的思索，对友谊的歌颂。,金色绿茵,连载
 陌裳秋,介绍:    一代医毒圣手夜沫居然阴沟里翻了船，被人给炸死了。死就死了还重生到凤辰国，听说夜家在凤辰国地位极高。高到什么程度？皇子随她挑，选中谁谁就是太子？既然如此那她就不客气了。万万没想到选了一个又傻又疯又呆的人，居然腹黑如斯！到底是谁告诉她！八皇子是个大傻蛋的啊！揉揉自己圆滚滚的肚皮！想她狂妄嚣张的医毒圣手，如今被吃的死死的,凤妃轻狂之天命炼药师,连载
 零落秋云,介绍:    她，容貌受损，青梅竹马在大婚之前离她而去。即便没有倾世的容颜，她也没有就此沉沦，一切的不公都降临在她身上。凭借自己的才华和善良，照样能获得美男的倾心。当她恢复了容貌，让世间一切黯然失色！……曾经你离我而去，如今的我，你高攀不起。,异世倾城之紫灵魔女,连载
 郜莲,介绍:    一步跨越，身临异界，顾南茜恰遇两件怪事。两株小草要吃她？被人说为皮包骨？至于夜宿山溪，惨遭恶魔追杀，他道:“看了吾，一来死，”二？再现，刀锋相对，她抵着剑向他道:“不过如此。”他邪魅的脸庞凑在她耳边，低语抿笑，“哦，是么？每晚我出力的时候你可不是这么说的。”,鬼才Girl：召唤一等邪君！,连载
 为郑,介绍:    【1v1，两人都是傲娇自动打脸属性，没有误会！】末流女特工陆扬在一场爆炸中身亡，再睁眼，她竟变成了最低等的星际乞丐！吃不饱，穿不暖，空有一身本事无处施展！好不容易混了个赏金猎人的牌子，第一次接活儿就他娘的被截胡了，关键这人还劫上瘾了？？(第一次）陆扬:“大哥，这只是个普通的冰蚕手套，张大妈还等着戴上它扫大街呢，您能,重生之最狂弃女,连载
 玄幻集中营,介绍:    双强，双洁，独宠，虐渣，妖孽，虐恋、反派逆袭！她是万重天上高高在上的神，因为自己一个推演，引来洪荒天雷渡劫，不幸主魂掉落人界将门孤女身体里，是个丑女也就罢了，居然还成了“凡人”！为了有个栖身之所，答应这孤女交换条件！面对蛇蝎母女一次次设计陷害，和那个名义上的未婚夫逼迫“退婚！”没多久某王爷怒气跑来质问：你敢算计本王,至尊神主之天命丑女,连载
 麒沐,介绍:    颜九倾重生了被她妹妹的一杯茶水害的重生在下界，她勤修苦练，只为早日返回九界报仇奈何却因不明原因三年迟迟不能进阶，停留在最弱的灵者阶段就在她愁眉不展之际，上天给她送来一个师父起初，她觉得她师父毒舌、傲娇又冷漠后来，她觉得她师父温柔、貌美又体贴打破体质，进阶、炼药、大比……她一路高歌猛进，声名远播，一步步重登神坛！只是,重生之九倾天下,连载
 小雪殇L,介绍:    小凤凰还挺飘简介“你看那只臭鸟你看他！”凤火再一次被洬曦当球玩后，跟帝雪倾抱怨道。本以为是个纯良无害的美少年结果却是一个长的眉清目秀，本性凶残的臭鸟！凤火那个恨啊，当初他眼瞎才觉得洬曦是个平易近人的好鸟……看着这单方面的虐杀帝雪倾的态度是，袖手旁观。e谁让她也打不过这只强大的圣兽呢？终于有一天帝雪倾支撑着疲惫,小凤凰还挺飘,连载
 流小莹,介绍:    北宫涵兮，帝国唯一一位女将，却被亲妹和未婚夫设计而死，重生在低位面的战王唯一的血脉。重活一世，北宫涵兮势必要将陷害自己的人都斩与脚下，这一世没有人能左右她的人生？只是那个妖孽你够了啊，我说了我不结婚，你离我远点！！凤栖：娘子快来看，这是我炼制的极品丹药，一打哦~凤栖：娘子不喜欢丹药喜不喜欢天才地宝哦？我有哦~,帝国第一女王爷,连载
 素净流白,介绍:    一朝穿书成为恶毒女配，姜南为了不让自己太早领盒饭，努力让自己减少存在感。美男、绝世武功、倾城容貌都是浮云，只有美食才是生命的真谛。谁知？姜南被迫接受了bug般的武学天赋、随后开启了异次元的美食天赋。作为原文作者的姜南大大咆哮了，这剧情走向超过预期了喂，这已经是实时真人秀了！,怕是锦鲤精吧,连载
 孙爱学,介绍:    （一）翻墙从未输过？出奇总能制胜？带小狐狸逛烟柳之地，拿树妖枝丫去换钱，到万妖洞中挑逗妖王……灵一似乎总有一些超出常人的想法。（二）“祭涯，你可知何为善，何为恶？”灵一孤傲决然的身姿立在阳里山峰之上，被鲜血染红的衣袖随风而动，她的语气凌厉却又带有无奈。祭涯侧身望向她，想起初遇她时，她还不过是个不谙世事的小丫头，如今,万灵妖妃,连载
 吾名午夜,介绍:    剧透一时爽，一直剧透一直爽。爽完还能爽，一爽顶上加一爽。不要跟我说什么破坏剧情，老夫做群主就是要剧透。那个盖聂，你赶紧和端木蓉成亲不好吗？那个葛小伦，大剑糊脸啊，银河之力怂啥？那个小舞，嗯....我觉得你和你母亲带着你两个跟班去找唐昊更好，轻松打爆武魂殿的狩猎队，啊，还是打不过。那没办法了，本群主亲自去一趟。千人读者群：7-2-0-9-2-8-0-9-8。欢迎大家加入,一直剧透一直爽,连载
 Onepay,介绍:    白元芯，一个浑身都是秘密的半吊子大夫，在一次地震之后，不得不背井离乡的离开隐居了千年的洞府，重新出现在世人的眼前。一心想要隐居深山的白元芯这次失算了，每次想借故消失，都会被同一个男人给逮个正着。“我真的只是一个未成年少女，我什么都不知道，求你放我走吧，555555。”白元芯第n次假哭求饶。男人全程漠视白元芯眼泪鼻涕,白氏药庐,连载
 刘烟君,介绍:    不就玩了个变态游戏么，刚充值进去怎么就穿了，还穿成一个妥妥废材。家族遗弃，学院被欺辱，竹马退婚，还有比这更倒霉的吗？废材不怕，游戏在手，天下我有，打怪打boss，爆装爆财宝。什么？穿越体力满了，还能反穿回来，并且拿着穿越世界的宝物各种牛牛牛？哎哟！简直不要太美好呀！现世拿着宝物作天作地，大把赚钱，赌石、开公司……从,特酷全能女神,连载
 菩提灯下,介绍:    （前期随波逐流后期责任爆棚腹黑女徐愿与腼腆温和不拘小节男屈辞）徐愿刚穿过来就捡了一个烂摊子，被一路追杀，躲到兰宫才保住一条命。在兰宫“大学城”，徐愿莫名成了史上第一炸鼎的丹修，她浑浑噩噩地结识朋友，博览群书。突然发现先生怎么总开绿灯？六大圣人与她有何瓜葛？南陈陛下是脑袋有坑还是心机叵测？最后我到底是谁？哎，生活多愁,史上第一炸鼎丹修,连载
 锦衣燕行,介绍:    掉入异界？没关系，有美男相陪！差点摔死、被凤凰啄死、被啖精兽吸干？没关系，还有差点被一条蛇给“抱”死！怀丘居然活了一千多岁？而且快要死了？现在却要用她的血拿去献祭，以延续他们的生存时间？溜了溜了。遇见一条小巴蛇，居然是蛇族宗主？抱大腿成功！宗主蔺竺长着一双桃花眼，在江雪儿看来，他妩媚、温柔、有趣、邪恶？蔺竺居然要娶,异界：我老公是条蛇,连载
 幽倚艺,介绍:    叶小沫每天做的事情就是，放牛，插秧，割稻谷，砍柴，偶尔和动物朋友聊聊天。忽然有一天她遇到一个身怀异能的少年。一切因这场相遇发生着惊天的变化。叶小沫：“你能飞上天吗？”白奕宸：“不能。”叶小沫：“你可以变成树木吗？”白奕宸：“不可以。”叶小沫：“你会瞬移吗？嗖的一下就变没？”白奕宸：“不会。”叶小沫：“那你会什么呀？,我的夫人有点冷,连载
 不信邪,介绍:    星辰冲窍，月华养魂，阳火淬身，熔炼银河血，身成不灭恒星体！,神武霸帝,连载
 天下作夭,介绍:    她，姓（欺）凌，单名希，字缥缈，混迹仙界第一帮派！啊不！是第一学府，成天带着一帮师弟师妹在外斗殴闹事。难得发回善心，随手救下个流浪儿，没几年竟养成个极品好男儿，还上杆子以身相许。美中不足便是这性子差了些，身世差了些。什么？未来小天君？啧啧啧！这孤傲闷骚的小性子真是越瞧越顺眼！都说她性子太野，配不上天君？开什么玩笑，,天君药宠：神妃缥缈记,连载
 赵贵妃,介绍:    裴萱是在端午节那天作死的练功，被雷——给劈过去的。之前只见人类“穿”的火热，没成想老天爷竟让她这只妖也体验了一把。不过对于她来说，在哪儿生活都是一样，穿就穿吧！没想到一过去便遇见一枚十分俊美的和尚。她眯了眯眼，风情万种的朝他勾了勾手指：“和尚，快到碗里来！”某人额眉紧皱，一脸厌恶。“……不知羞耻。”遂掉头而走。从此,双面妖妃：陛下，别来无恙！,连载
 黎瀞,介绍:    她为帝，战四方，平三界，逆天道创人世轮回，统阴冥掌苍生阴阳。可自打三界太平后，这位天上地下功德无量的姑奶奶都干了些什么？将离答曰：躺在功劳簿上吃老本？三界诸神熬呀熬，终于等到一条小道消息：冥王将离她要退休了！继位的是昆吾山的一个小神君！地府众生：为那可怜的小神君默哀三秒…他道：我只是想来娶你，并不想继承你的帝位她笑,冥王退休计划,连载
 田十,介绍:    小光头下山了，成长了，变强了，出名了，有钱了……成为宗师了……还是单身啊……田十写的第七个故事,光头宗师,连载
 树火,介绍:    这是一个诡谲邪氛的世界。残破的道观、黑夜的森林、诡异的深坑，妖魔降世。秦风面对着眼前出现的选择，陷入了深深的沉思。选择一：一拳打爆牛头人，获得牛魔拳。选择二：深坑中呆一个晚上，奖励静心咒。选择三：陪女妖畅谈一生，奖励道家房中术。,大侠请选择,连载
 荼郁.QD,介绍:    一不小心让整个世界都变异了，亡者复生，基因变异，灵气复苏，高山隆起，地窟出现，邪恶死地……鬼怪出现了，有人长出了三头六臂，有人获得了武功秘籍，普通人却连生存都难了……还好，还好，我获得了异变术，可以让各种物品变异，书籍，果实，兵器……,我让世界变异了,连载
 回家等死,介绍:    是谁，在古老的神话里手持神器，斩杀了人族第一大帝？是谁，在远古之初关闭了神界大门，绝地天通？是谁，给人族设下了只有一百三十岁的寿命大限，连大帝也不能幸免？是谁，化作万古遮天的黑手，笼罩了一个个世界？……地球上的杨寿：“对，没错，都是我干的，我只是想活下去。”,诸天万界是这么来的,连载
 龙三晓,介绍:    在生命还未反应整个宇宙、极限粒子未形成聚合，便有三元形态的雏体。生命开始演化之时，除了极寒和极热，宇宙中还存在第三种聚合能量，它被称为第三元——,三元之甲,连载
 虚傲,介绍:    生存或者死亡，重生或者沉沦，征服或者被奴役？战争是种族生存道路上的必然选择！一个从兽人营地走出的人族少年，无意间揭开了一段尘封万年的种族战争之谜。魔法与斗气争辉，巨龙与魔兽并舞，人族与兽人延续了万年的恩怨，优雅的精灵、狂暴的矮人、神秘的海族、消失的巨人纷纷登场，贝兰德大陆再次风云激荡……,贝兰德传说,连载
 布下,介绍:    世界太危险，妖界，魔界虎视眈眈。身为世界排名前五十不到的宗门弟子，江长风一点也不想斩妖除魔，更不想争霸天下。灵脉附近，可存款修为：月利率，02，半年利率，1，年利率25。”“取款方式：一念动，随时随地可取款。”存款：“五百年修为：四十八年，利息：600年，余额：1100年修为。”妖魔横行，奸诈诡谲，宇宙星空，诸天万界，时常来几个跨界大能，随手拍死一片……如,我只想吃利息,连载
 唐家三少,介绍:    一万年后，冰化了。,斗罗大陆IV终极斗罗,连载
 世子曰,介绍:    天资奇才战乾坤，屠尽世间亿兆灵。乾坤虽破天地在，一壶浊酒笑道生。天下的一切皆是权谋，以权谋掌控乾坤，故唐代赵蕤（李白师父）的《反经》被中国历代皇朝列为禁书。小说中，天资奇才战天地、逆乾坤，识破道究竟为何。率领众兄弟，冲破这天地牢笼。奇妙世界，热血之战！可真的识破道为何了吗？,道破逆乾坤,连载
 十二龙骑,介绍:    XX在手，天下我有？一枪打爆！XX飞刀，例不虚发？一枪打爆！八荒六合天下独尊？一枪打爆！粉碎虚空，白日飞升？还是一枪打爆！劫数降临，管你什么妖魔鬼怪，统统一枪打爆！我，就是你的劫数！,一枪爆头,连载
 张牧李晴晴,介绍:    王者之路张牧简介：主角：张牧李晴晴穷是一种病，我得了十年的绝症，直到那天我爸出现，让我百病不侵！一个寒门出生，如何才能继承世界第一家族罗斯柴尔德！,王者之路,连载
 柠檬酸土豆,介绍:    你穿越到了斗罗的位面你成为了只有一年修为的魂兽小树苗你不禁感叹天道对你如此不公你叹息了一口气，获得经验+1ooo你又深吸了一口气，获得经验+5ooo你不敢相信的大口吸了一口气，获得经验+1oooo面对暴涨的修为，你惊讶的大口喘气着。经验+1ooooo经验,斗罗之诸天升级,连载
 盛世华章01,介绍:    小荀欢出生时，妈妈就离开了她，她跟着六十多岁的爸爸一起生活，因为这特殊的身份，小荀欢遭遇了很多非人待遇。然而，有一个人，却偶然地出现在她的生命里，守护她。因为这份守护，她变得自信乐观，并获得了最后的胜利和最后的肯定。,最爱你的那个男生,连载
 香辣豆瓣酱,介绍:    “砰~”“叮叮~”打倒拦路的小拉达，正当他打算继续前进，一朵从小拉达身上升腾起来的雾蒙蒙气团，还有两枚飞溅出来的半透明发光硬币，让良人神色不由得一愣。“这是什么？”叮，经验+13叮，拾得力量属性+1叮，拾得体力属性+1“捡属性吗？没想到我竟然还有金手指！”————————————————————————————————————书友交流群:787780204,精灵之短裤小子,连载
 而其何,介绍:    尧光睁开眼的时候，发现她又双叒叕重生了。对，她第五次重生了！她回想自己的一生，可谓惨淡无比，不得善终，原本以为重生一次可以开个外挂，逆天改命，不想仍旧是命运多舛，死于非命!被撞死、淹死、炸死、X死……第五次重生的尧光终于总结出了自己命运为何如此凄惨的原因，那就是远离敖岸，让他对她无爱亦无恨！“你天生孤煞星。”什么？年仅四五岁的小女孩对她如此说，道观里的道士也如此说，她真有这么倒霉？一只长相奇丑的法斗犬也颠颠的跑过来说她天生孤煞星，这还要不要人活？,反式攻略手册,连载
 妖娆舞仙,介绍:    她是光耀帝君府邸中的一株绿萝，拥有了灵识后，只是情不自禁偷吻了一下帝君，就被送入了强者为尊的修仙界，修仙界，灵气稀少，她只有不断获取灵物，从中吸取灵气，才能不神形俱灭，修仙路艰难，她也问自己，后悔当初的一吻吗？情生，心不由己,妖萝仙君,连载
 周天张小玉,介绍:    《疆主周天》是周天张小玉精心创作的玄幻魔法，实时更新疆主周天最新章节并且提供无弹窗阅读，书友所发表的疆主周天评论，并不代表赞同或者支持疆主周天读者的观点。,疆主周天,连载
 贫穷王妃,介绍:    高信成亲前一晚差点被蛇妖带走，蛇妖扬言如果不跟他离开她一定会后悔的，好不容易逃过一劫，却在第二天成亲当晚，新郎血洗婚宴，一爪插进她的心脏差点死去，在临死前她愤怒异常，爆发了潜力挫伤新郎，新郎逃走，她为了问新郎一句为什么，而修炼了千年，也等待了千年，可到最后，她才发现，她等的一直都是那个新婚前夜劫走她的“恶徒”……,我家龙王太温柔,连载
 阿柒夜,介绍:    一觉醒来，某女懵逼，她竟成了八岁小萝莉，这是闹哪样啊？！初来乍到，某女决定死皮赖脸的抱个金大腿，先修个仙，上有禁欲系谪仙师尊，下有带她各种浪的傲娇小师叔，后有负责收拾烂摊子的俊美二师叔，且看她斗同门打小三雄霸宗门。但谁知好日子也有到头的时候，这金大腿好像一不小心抱多了，她能怎么办？她也很绝望啊！她现在退货还来得及吗,天降小妖要逆袭,连载
 云清雨止,介绍:    小男孩卓非，为师兄害杀，得所佩一黑石印钮所救，魂魄进入另一世界，与独孤篪将散魂魄融合一体。从此开始了他的另类修练生涯。印中原也有青魂，奇功能结九同身，莫道小子本凡体，双莲并蒂是本根。,烬神纪,连载
 小鲜鱼儿,介绍:    灵气复苏，秘境迭出。林东觉醒了，他觉醒的是“不能吃”他吃一小口饭，相当于别人修炼一天。不过，他吃一大口饭，就会元气多到爆炸，随时挂掉为了完成每次吃饭能多吃点美食的目标，他快速成长着！最后终于成为“刮境三尺、兽过拔毛”的秘境公敌。当某天，天下第二沮丧的问他为何修炼这么快时，林东：我真的只是想吃口饱饭啊！当然，一切都是从c65号秘境那场他被无辜卷进的杀局开始,真想吃口饱饭,连载
 老鸡吃蘑菇,介绍:    穿越到异界，以为就是一个落后的封建时代。搞搞肥皂，制造玻璃，抄袭诗歌，我全能好吗？我要成为这个时代伟大的文学家，思想家，发明家，最有钱的富豪！我在，我来，我征服！刚闯出名堂，才发现这个世界，御剑飞行，抽刀断水，排山倒海，都不是神话！这不是我要的套路，怎么办？那我就做修真大佬，摘星拿月，长生不死！,我要做修真大佬,连载
 凌霄哥哥,介绍:    沈长安！请楚皇还道天下！我杀人，只用一只桃花。此行三千里，只为拿你试剑。我今日便让你们看看，什么叫有辱斯文！这世间可大可小之物？老夫来告诉你是什么！,世子殿下你坑我,连载
 想吃东坡肉,介绍:    没有什么敌人是我一棍子不能解决的！如果有，就再来一棍！这是一段属于‘陆石’的传说。简称—陆石传说s：本书曾用名《天源卷》。,我有一个如意棒,连载
 一叶青天,介绍:    天地初始，宇宙洪荒；奇门九遁，布道星空。当地球尘封万古的雪山龙棺移位时刻，诛天大道临世，神魔文明到来，宇宙如同撕裂枷锁的神魔，演化着一个精彩绝伦的修行世界。仙命少年从弱小中崛起，一步步踏向宇宙星海，战万界，伐仙穹......,帝道独尊,连载
 金天猪,介绍:    大叔我只想回家买菜做饭带孩子，你们却逼我在夕阳下打响指！,无限大叔在异界,连载
 大海好多水,介绍:    你见过杀鸡爆出神级血脉的没有？你见过杀蛤蟆爆出神品武技的没有？你见过整个世界的女人为他一个人男人疯狂的没有？肩扛屠龙刀，手握诸神剑，哥就问一句，“妈的，还有谁？,最强升级系统,连载
 陨落星辰,"介绍:    谭笑笑说：我是极品美女！彭莹诗说：我是极品花姐！尹宝儿说：我是极品萝莉！上官无道说：我还是极品公子呢……叶潇震撼登场：吵什么吵，少爷才是主角，少爷的口号是征服一切极品，只做人间绝品！""",绝品邪少,连载
 礁岩小藤壶,介绍:    省大老博左小川，因遭受科研打击吞毒轻生，然而却机缘巧合下穿越至灵虚大陆。这里没有看不完的文献做不完的实验，却有着神秘的修炼之法和等待他前去了解的家世渊源，前世的悲愤可否化为现世的力量？且看他如何在灵虚大陆逆神封魔。,逆神封魔录,连载
 口红续命,介绍:    有人视她为明月光，敬之、慕之、逐之。唯有杜兰真自家人知道自家事，舍去一副皮囊、抽去一身修为，她只能剩下一颗难以逍遥、永不知足的心。女主天才流，杀伐果断，又美又强苏爽升级流大长文,心有明月光,连载
 向前一二一,介绍:    这是中国“天眼”收到的第一个太空传奇故事。人类先祖燧木为了用火方便，将薪火封存于耳洞，其后裔的耳洞不断进化，逐渐衍化为神奇的耳府，后来拥有耳府的族群被称为“耳火家族”，故事就从一个耳府家族的少年遭受磨难开始……星空文明传播者将此事编成灵光讯息，撒播于茫茫星空之中。这也是一段星空中智灵生命发展的历史。,灵光记,连载
 枭子,介绍:    在这个武道为尊的世界，拥有废武魂的周覆偶得武帝传承，一朝觉醒。从此他走出小城，手持三尺青锋剑，斩尽一切魑魅魍魉，登临剑道帝位，武临天下！,武道剑主,连载
 忘牧,介绍:    有河部落习俗，年满12岁滴血炼蛊，领悟本命神通，萧南偏偏在2岁时就融炼了本命灵蛊，人生从此与众不同。巫道，淬体、炼巫、炼蛊……武道，后天、先天、凝元……仙道，炼体、炼气、筑基……这是一个巫道、武道、仙道并行的世界！【每日2更，保质保量】【作品已签约，请收藏】,重生荒界,连载
 偷神月岁,介绍:    简介？什么简介。为了谨慎起见，简介什么的就不写了。,这个主角明明很强却异常谨慎,连载
 食堂包子,介绍:    ---------------------食堂包子,祭炼山河,连载
 小振子,介绍:    景天表示，他只是带了手机和拍立得照相机，怎么就成为了绝世大画师了。带个电棒，然后就莫名觉醒了快银的能力。等等，这是炮姐的能力吗?我变成了雷神？还是万磁王老万？曼哈顿博士真不是我的目标啊~景天表示他的目标一直都是剑气纵横三万里啊！,武侠世界之从快银的能力开始,连载
 开荒,介绍:    原穹之界绝代仙王陶然穿越阿美利加联邦合众国，借体重生，化身安德烈·李·威尔顿斯坦，成为威尔顿斯坦家族众多继承人的一员。本书原名《神运仙王》,天命主宰,连载
 小辰叔,介绍:    无道无法的葬天之地内，陈列着一副副染血棺椁，是否埋葬着天的尸骨、枯寂的世界之墓中，何人抚琴弹奏，独唱悲歌，扰乱了万古更迭，不休不止、岁月、生命、道源三大古老神河里，一艘残破古船横渡古今，究竟要驶向何方、时空岛上走出的神秘生灵，为何不敢言语，一生都在红尘中漂泊，寻找相似之人谁人在天地遗落归墟旧地，埋下生命种子，静待发芽，欲要清算因果旧事、当诸天万界生灵锲而不舍，追逐永生一道时,神道歌,连载
 酒池醉,介绍:    “世界其实是公平的！”他话语一顿，“你相信平行空间吗？这个世界的你卑贱如草，另外一个世界的你就有可能高贵如皇。这个世界的你天赋平平，另外一个世界的你却是万人敬仰的超级天才。就比如这个落魄的乞丐，你又怎么知道在某个世界的他就不是掌管天下大权的九五之尊呢？,我杀死了自己,连载
 琴宗,介绍:    在同一天被困五千年能做什么？脱困后的第一时间，你又会做什么？我曾绝望过，疯狂过，跳进过世上三大禁地之一的赤炼山口，去禁地墨河川里洗过澡，还在禁地青台山上烤过鸟。丹道，剑道，神通，符道，阵道，悟道，六道皆通，我甚至掌握了玄界所有的种族语言，认识百千种文字，掌握了数不清的秘密。直到有一天，当朝阳再次升起时，新的一天，来了。（书友群：260576392）,我被困在同一天五千年,连载
 黑天秤,介绍:    点燃时空之火，掌握时间与空间，超脱时空唯我唯一，此乃“超越者”。为了永恒不灭，许慎通过时空之门，踏上了漫长的超脱旅途。这是一个时空旅行者的故事。,恶食之门,连载
